"Category","Outbreak","Location","Continent","Lat","Long","Date","Year","Cases","Fatalities","Impact Scale","Source Citation","Source"
"Rubella","Rubella","Taiwan","Asia","23.009781","120.960515","1/2011","2011.0","1.0","0.0","Isolated","Center for Disease Control R.O.C.""Two German measles cases confirmed; Taiwan CDC urges timely vaccination for children."" January 1, 2011.","http://www.cdc.gov.tw/ct.asp?xItem=32043&ctNode=960&mp=5"
"Measles","Measles","Taiwan (Taipei)","Asia","25.091075","121.559834","2/2011-3/2011","2011.0","3.0","0.0","Secondary","First Division . ""Three measles cases confirmed in Wenshan District, Taipei; Public urged to stay alert and work with government to ward off measles."" Center for Disease Control, March 16, 2011.","http://www.cdc.gov.tw/ct.asp?xItem=33355&ctNode=960&mp=5"
"Measles","Measles","Taiwan","Asia","24.55712","121.55273","2/2013","2013.0","1.0","0.0","Isolated","Focus Taiwan. ""Taiwan reports first case of imported measles this year."" February 9, 2013.","http://focustaiwan.tw/ShowNews/WebNews_Detail.aspx?Type=aALL&ID=201302090009"
"Measles","Measles","Taiwan","Asia","23.69781","120.96052","7/2013-8/2013","2013.0","2.0","0.0","Isolated","Hsiao, Alison. ""CDC confirms second case of locally acquired measles."" Taipei Times. August 7, 2013. ","http://www.taipeitimes.com/News/taiwan/archives/2013/08/07/2003569130"
"Measles","Measles","Taiwan","Asia","23.69781","120.96051","1/2014-11/2014","2014.0","26.0","0.0","Epidemic","Yen, Queena. ""CDC closely watching family measles case."" The China Post. November 12, 2014.","http://www.chinapost.com.tw/taiwan/national/national-news/2014/11/12/421620/CDC-closely.htm"
"Measles","Measles","Taiwan","Asia","25.06894","121.59090","42125.0","2015.0","7.0","0.0","Cluster","Hsin-hsuan, Sun. ""Measles diagnoses increase on back of duty-free outbreak."" The China Post. May 27, 2015.","http://www.chinapost.com.tw/health/infectious-diseases/2015/05/27/436999/Measles-diagnoses.htm"
"Rubella","Rubella","Taiwan","Asia","24.70940","121.39585","1/2014-11/2014","2014.0","6.0","0.0","Epidemic","Herriman, Robert. ""Taiwan reports 1st indigenous case of German measles of 2014."" Outbreak News Today. November 21, 2014.","http://outbreaknewstoday.com/taiwan-reports-1st-indigenous-case-of-german-measles-of-2014/"
"Rubella","Rubella","Taiwan","Asia","22.82030"," 120.63973 ","1/2015-3/2015","2015.0","1.0","2.0","Cluster","Herriman, Robert. "" Taiwan flight attendant is country’s 2nd rubella case; contact tracing ongoing."" Outbreak News Today. March 22, 2015. ","http://outbreaknewstoday.com/taiwan-flight-attendant-is-countrys-2nd-rubella-case-contact-tracing-ongoing-76925/"
"Measles","Measles","Taiwan","Asia","23.69907","120.93580","42186.0","2015.0","2.0","0.0","Isolated","Herriman, Robert. ""Taiwan issues measles warning, two imported cases confirmed."" Outbreak News Today. July 15, 2015. ","http://outbreaknewstoday.com/taiwan-issues-measles-warning-two-imported-cases-confirmed-39748/"
"Other","H7N9 Avian Flu","Taiwan","Asia","23.697810","120.960515","42278.0","2015.0","1.0","0.0","Seconday","BioPrep Watch Reports. ""CDC issues travel alert for Chinese province after avian flu case confirmed."" October 9, 2015. ","http://bioprepwatch.com/stories/510642188-cdc-issues-travel-alert-for-chinese-province-after-avian-flu-case-confirmed"
"Polio","Polio","Tajikistan","Asia","38.861034","71.276093","4/2010","2010.0","430.0","19.0","Epidemic","World Health Organization. ""Polio in Tajikistan – Update."" July 23, 2010.","http://www.who.int/csr/don/2010_07_23/en/index.html"
"Measles","Measles","Tanzania","Africa","-6.36903","34.88882","09/2011","2011.0","70.0","0.0","Epidemic","Yusuf, Issa . ""Drive to contain measles outbreak in Zanzibar ."" Daily News, September 9, 2011.","http://www.dailynews.co.tz/home/?n=23536&cat=home"
"Measles","Measles","Tanzania                                       ","Africa","-6.369028","33.5646","4/2011-6/2011","2011.0","650.0","20.0","Epidemic","Nkwame, Marc. ""Measles outbreak claim 20 children ."" Daily News, June 29, 2011.","http://www.dailynews.co.tz/home/?n=21265&cat=home"
"Measles","Measles","Tanzania","Africa","-7.85794","34.64539","1/2010-12/2010","2010.0","1086.0","0.0","Epidemic","William j. Moss, Diane E. Griffin. ʺMeasles.ʺ The Lancet. January 14, 2012","http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext"
"Measles","Measles","Togo","Africa","8.619543","0.824782","1/2010-4/2010","2010.0","295.0","0.0","Epidemic","Unicef, ""Measles outbreaks threaten progress in child mortality in west and central Africa,"" April 22, 2010.","http://www.unicef.org/media/media_53399.html"
"Measles","Measles","Tonga (Nuku'alofa)","Australia","-21.13333","-175.20000","3/2014","2014.0","400.0","0.0","Cluster","Radio New Zealand International. ""Spike in suspected measles cases in Tonga."" March 24, 2014.","http://www.radionz.co.nz/international/pacific-news/239680/spike-in-suspected-measles-cases-in-tonga"
"Measles","Measles","Australia (Brisbane)","Australia","-27.47101","153.02345","42186.0","2015.0","1.0","0.0","Isolated","Herald Sun. ""Brisbane braces for measles outbreak."" July 23, 2015. ","http://www.heraldsun.com.au/news/breaking-news/brisbane-braces-for-measles-outbreak/story-fni0xqi4-1227453458543"
"Measles","Measles","Turkey (Istanbul)","Europe","41.00527","28.97696","1/2011-2/2011","2011.0","80.0","0.0","Epidemic","World Health Organization , ""Measles outbreaks in Europe,"" April 21, 2011.","http://www.who.int/csr/don/2011_04_21/en/"
"Measles","Measles","Turkey","Europe","39.92077","32.85411","1/2013-9/2013","2013.0","6983.0","0.0","Epidemic","Herriman, Robert. ""CDC issues travel notice for Turkey, measles cases have increased ten-fold."" The Examiner. December 15, 2013.","http://www.examiner.com/article/cdc-issues-travel-notice-for-turkey-measles-cases-have-increased-ten-fold"
"Whooping Cough","Whooping Cough","U.K. (England and Wales)","Europe","52.13066","-3.78371","1/2012-6/2012","2012.0","2466.0","5.0","Epidemic","Meikle, James. ""Five infant deaths signal serious UK whooping cough outbreak."" the Guardian. July 27, 2012.","http://www.guardian.co.uk/uk/2012/jul/27/infant-deaths-whooping-cough-epidemic"
"Whooping Cough","Whooping Cough","U.K.","Europe","54.80068","-2.0874","11/2012","2012.0","1080.0","0.0","Epidemic","Hacking, Jamie. ""Whooping cough outbreak continues in UK."" The Westside Story. December 23, 2012.","http://www.thewestsidestory.net/2012/12/23/whooping-cough-outbreak-continues-in-uk/"
"Other","Diptheria","U.K. (England)","Europe","52.019029","-0.770427","8/2010","2010.0","3.0","0.0","Secondary","Taylor J, Saveedra-Campos M, Harwood D, Pritchard G, Raphaely N, Kapadia S, Efstratiou A, White J, Balasegaram S. ""Toxigenic Corynebacterium ulcerans infection in a veterinary student in London, United Kingdom, May 2010."" Euro Surveill. 2010;15(31):pii=19634.","http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=19634"
"Rubella","Rubella","U.K. (Hampshire)","Europe","51.08952","-1.21684","1/2012-7/2012","2012.0","14.0","0.0","Cluster","Parents Urged to Get Children Vaccinated After Outbreak of Rubella. This is Hampshire News. September 11, 2012.","http://www.thisishampshire.net/news/9921932.Parents_urged_to_get_children_vaccinted_following_outbreak_of_rubella/"
"Rubella","Rubella","U.K.","Europe","53.09402","-1.58203","11/2011-10/2012","2012.0","65.0","0.0","Cluster","European Centre for Disease Prevention and Control, ""Measles and rubella monitoring, December 2012,"" December 21, 2012.","http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monthly-surveillance-dec-2012.pdf"
"Mumps","Mumps","U.K. (Gloucestershire)","Europe","51.746774","-2.225786","11/2008","2008.0","10.0","0.0","Cluster","Gloucestershire, ""Students on red alert after mumps outbreak,"" November 7, 2008.","http://www.thisisgloucestershire.co.uk/news/Students-Gloucestershire-red-alert-mumps-outbreak/article-456770-detail/article.html"
"Mumps","Mumps","U.K. (Anglesey)","Europe","53.26928","-4.321285","1/2009","2009.0","23.0","0.0","Cluster","Hart, Judy . ""Mumps outbreak on the island of Anglesey, North Wales, December 2008-January 2009."" Eurosurveillance 14, no. 5 (2009).","http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=19109"
"Mumps","Mumps","U.K. (Plymouth)","Europe","50.370381","-4.142653","2/2009","2009.0","46.0","0.0","Epidemic","This is Plymouth, ""Warning over mumps outbreak in Plymouth,"" February 10, 2009.","http://www.thisisplymouth.co.uk/news/Warning-mumps-outbreak-Plymouth/article-685841-detail/article.html"
"Mumps","Mumps","U.K. (Portsmouth)","Europe","50.798914","-1.091163","2/2009","2009.0","66.0","0.0","Epidemic","The News, ""Dozens of students fall ill in mumps outbreak,"" February 19, 2009.","http://www.portsmouth.co.uk/newshome/Dozens-of-students-fall-ill.4999512.jp"
"Mumps","Mumps","U.K. (North Wales)","Europe","52.469978","-3.830377","2/2009","2009.0","26.0","0.0","Cluster","Brindley, Madeleine. ""Experts investigate second mumps outbreak in Wales."" Wales Online, February 10, 2009.","http://www.walesonline.co.uk/news/wales-news/2009/02/10/experts-investigate-second-mumps-outbreak-in-wales-91466-22896340/"
"Mumps","Mumps","U.K. (Scotland)","Europe","56.490671","-4.202646","4/2009","2009.0","9.0","0.0","Cluster","Scotsman, ""Mumps hits 9 across region ,"" April 18, 2009.","http://edinburghnews.scotsman.com/health/Mumps-hits-9-across-region.5183344.jp"
"Mumps","Mumps","U.K. (Cumbria)","Europe","54.577232","-2.797483","6/2009","2009.0","12.0","0.0","Cluster","Times & Star, ""Mumps outbreak in Cumbria,"" June 29, 2009.","http://www.newsandstar.co.uk/mumps-outbreak-in-cumbria-1.575694"
"Mumps","Mumps","U.K. (Sussex)","Europe","50.942297","-0.037438","7/2010","2010.0","112.0","0.0","Epidemic","Ryan, Siobhan . ""Brighton mumps outbreak will 'get worse'."" The Argus, July 23, 2010.","http://www.theargus.co.uk/news/8288698.Brighton_mumps_outbreak_will__get_worse_/"
"Mumps","Mumps","U.K. (Lincolnshire)","Europe","53.217882","-0.19997","7/2009","2009.0","43.0","0.0","Epidemic","Grimsby, ""Mumps outbreak: Get vaccinated now plea,"" July 4, 2011.","http://www.thisisgrimsby.co.uk/news/Mumps-outbreak-vaccinated-plea/article-1136766-detail/article.html"
"Mumps","Mumps","U.K. (Bedfordshire)","Europe","52.063422","-0.449777","10/2009","2009.0","61.0","0.0","Epidemic","Luton Today, ""Huge increase in mumps cases in Beds,"" October 13, 2009.","http://www.lutontoday.co.uk/news/local/huge_increase_in_mumps_cases_in_beds_1_1035840"
"Mumps","Mumps","U.K. (Oban, Scotland)","Europe","56.41041","-5.469723","11/2010-1/2011","2011.0","119.0","0.0","Epidemic","Walker, Jean . ""Ongoing outbreak of mumps infection in Oban, Scotland, November 2010 to January 2011."" Eurosurveillance 16, no. 8 (2011).","http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=19803"
"Mumps","Mumps","U.K. (Lancashire)","Europe","53.969009","-2.627691","2/2011","2011.0","47.0","0.0","Epidemic","BBC News, ""University mumps vaccine outbreak advice,"" May 5, 2011.","http://www.bbc.co.uk/news/uk-england-lancashire-13295418"
"Mumps","Mumps","U.K. (Mancester)","Europe","53.480713","-2.234377","2/2011","2011.0","35.0","0.0","Cluster","BBC News, ""University mumps vaccine outbreak advice,"" May 5, 2011.","http://www.bbc.co.uk/news/uk-england-lancashire-13295418"
"Mumps","Mumps","U.K. (Kent)","Europe","51.260145","0.55528","4/2011","2011.0","10.0","0.0","Cluster","BBC News, ""Increase in reported measles cases in Kent,"" May 5, 2011.","http://www.bbc.co.uk/news/uk-england-13293530"
"Mumps","Mumps","U.K. (London)","Europe","51.500152","-0.126236","8/2011","2011.0","4.0","0.0","Secondary","BBC News, ""Cases of mumps soaring across UK."" May 13, 2005.","http://news.bbc.co.uk/2/hi/health/4539887.stm"
"Mumps","Mumps","U.K. (Glasgow, Scotland)","Europe","55.86424","-4.25181","2/2012","2012.0","30.0","0.0","Cluster","Wilson, Caroline. ""Alert as more students are hit by mumps 30 university students now have mumps."" Evening Times, February 16, 2012.","http://www.eveningtimes.co.uk/news/alert-as-more-students-are-hit-by-mumps-30-university-students-now-have-mumps-1.1148192"
"Mumps","Mumps","U.K. (Isle of Man)","Europe","54.23611","-4.54806","1/2012-12/2012","2012.0","196.0","0.0","Epidemic","""Isle of Man hit by mumps outbreak."" IOM Today. December 17, 2012.","http://www.iomtoday.co.im/news/health/isle-of-man-hit-by-mumps-outbreak-1-5222912"
"Mumps","Mumps","U.K. (Oxford)","Europe","51.75202","-1.25773","5/2013","2013.0","3.0","0.0","Isolated","Borchers, Rowan. ""Mumps outbreak affects finalists."" Cherwell.org. May 17, 2013.","http://www.cherwell.org/news/uk/2013/05/17/mumps-outbreak-affects-finalists"
"Mumps","Mumps","U.K. (Oxford)","Europe","51.75279","-1.25519","5/2014","2014.0","18.0","0.0","Cluster","Wynick, Alex. ""Brasenose College is hit by outbreak of mumps."" Oxford Times. May 21, 2014.","http://www.oxfordtimes.co.uk/news/yourtown/oxford/11225493.Brasenose_College_is_hit_by_outbreak_of_mumps/"
"Mumps","Mumps","U.K.","Europe","52.62847","-1.12085","1/2014-3/2014","2014.0","847.0","0.0","Epidemic","White, Caroline. ""Third of all measles cases linked to overseas travel."" OnMedica. May 23, 2014.","http://www.onmedica.com/newsarticle.aspx?id=b4b5740c-412e-4153-b4e6-16443bbb4149Onmedica"
"Mumps","Mumps","U.K.","Europe","52.62847","-2.26231","7/2014-9/2014","2014.0","364.0","0.0","Epidemic","Public Health England. ""Laboratory confirmed cases of measles, mumps and rubella, England: July to September 2014."" November 28, 2014.","https://www.gov.uk/government/publications/measles-mumps-and-rubella-laboratory-confirmed-cases-in-england-2014/laboratory-confirmed-cases-of-measles-mumps-and-rubella-england-july-to-september-2014"
"Measles","Measles ","U.K.","Europe","55.378051","-3.435973","1/2008-10/2008","2008.0","1049.0","0.0","Epidemic","Clout, Laura . ""RISE IN MEASLES BLAMED ON FEARS OVER MMR JABS ."" Express.co.uk, November 29, 2008.","http://www.express.co.uk/posts/view/73500/Rise-in-measles-blamed-on-fears-over-MMR-jabs"
"Measles","Measles","U.K. (Cheshire)","Europe","53.238342","-2.563342","10/2008","2008.0","22.0","0.0","Cluster","BBC News, ""Fears rise over measles outbreak ,"" October 29, 2008.","http://news.bbc.co.uk/2/hi/uk_news/england/manchester/7697269.stm"
"Measles","Measles","U.K. (Warwickshire)","Europe","52.267135","-1.467522","11/2008","2008.0","12.0","0.0","Cluster","Stratford-on-Avon District Council, ""Update on measles outbreak in South Warwickshire."" November 21, 2008. ","https://www.stratford.gov.uk/news/news.cfm/archive/6/item/512"
"Measles","Measles","U.K. (Wales)","Europe","52.469978","-3.830377","5/2009","2009.0","207.0","0.0","Epidemic","Jones, Marion. ""Measles outbreak 'worst in years."" BBC News. May 19, 2009. ","http://news.bbc.co.uk/2/hi/uk_news/wales/8057661.stm"
"Measles","Measles","U.K. (Northumberland)","Europe","55.208254","-2.078414","7/2009","2009.0","110.0","0.0","Epidemic","Northumberland Gazette, ""North East measles outbreak ,"" November 22, 2011.","http://www.northumberlandgazette.co.uk/news/local-news/north_east_measles_outbreak_1_1455673"
"Measles","Measles","U.K. (England and Wales)","Europe","50.63185","-3.38242","1/2010-12/2010","2010.0","33.0","0.0","Cluster","Roxby, Philippa . ""Measles outbreak warning as cases rise in Europe and UK."" BBC News, May 13, 2011.","http://www.bbc.co.uk/news/health-13378119"
"Measles","Measles","U.K. (London, Barnet)","Europe","51.652929","-0.199606","1/2011-4/2011","2011.0","8.0","0.0","Cluster","The Times. ""More Measles cases reported from outer London region."" Tropical Medical Bureau, May 30, 2011.","http://www.tmb.ie/exodus/news.asp?title=More-Measles-cases-reported-from-outer-London-region&id=182203"
"Measles","Measles","U.K. (Leeds)","Europe","53.799639","-1.549122","2/2011-3/2011","2011.0","15.0","0.0","Cluster","BBC News, ""Warning over first measles outbreak in Leeds since 2009,"" March 22, 2011.","http://www.bbc.co.uk/news/uk-england-leeds-12811545"
"Measles","Measles","U.K. (Kent)","Europe","51.260145","0.84428","1/2011-3/2011","2011.0","19.0","0.0","Secondary","BBC News, ""Increase in reported measles cases in Kent,"" May 5, 2011.","http://www.bbc.co.uk/news/uk-england-13293530"
"Measles","Measles","U.K. (England and Wales)","Europe","50.63185","-3.38242","1/2011-4/2011","2011.0","275.0","0.0","Epidemic","Roxby, Philippa . ""Measles outbreak warning as cases rise in Europe and UK."" BBC News, May 13, 2011.","http://www.bbc.co.uk/news/health-13378119"
"Measles","Measles","U.K. (Brighton & Hove)","Europe","50.819522","-0.13642","4/2011","2011.0","4.0","0.0","Cluster","Ryan, Siobhan . ""Measles outbreak hits Brighton and Hove."" The Argus, April 18, 2011.","http://www.theargus.co.uk/news/8980823.Measles_outbreak_hits_Brighton_and_Hove/"
"Measles","Measles","U.K. (Portsmouth)","Europe","50.798914","-1.091163","4/2011","2011.0","1.0","0.0","Isolated","Hawthorn, Rachel . ""First case of measles in six years puts NHS on alert ."" The News (Portsmouth), April 19, 2011.","http://www.portsmouth.co.uk/news/local/east-hampshire/first_case_of_measles_in_six_years_puts_nhs_on_alert_1_2608152"
"Measles","Measles","U.K. (Warwick)","Europe","52.281943","-1.584471","4/2011","2011.0","3.0","0.0","Secondary","Sharma, Prakash . ""Children in South Warwickshire Get Vaccinated over Measles Outbreak ."" Top News, April 5, 2011.","http://topnews.us/content/238003-children-south-warwickshire-get-vaccinated-over-measles-outbreak"
"Measles","Measles","U.K. (Cheshire)","Europe","53.238342","-2.999342","5/2011","2011.0","2.0","0.0","Secondary","Williams, Liza. ""Wirrel patient seriously ill in hospital after measles outbreak."" Liverpool Daily Post , May 9, 2011.","http://www.liverpooldailypost.co.uk/liverpool-news/regional-news/2011/05/09/wirral-patient-seriously-ill-in-hospital-after-measles-outbreak-92534-28657106/"
"Measles","Measles","U.K. (Merseyside)","Europe","53.473517","-2.913271","5/2011","2011.0","2.0","0.0","Secondary","BBC News, ""Fears after city measles outbreak."" November 3, 2008.","http://news.bbc.co.uk/2/hi/uk_news/england/merseyside/7705773.stm"
"Measles","Measles","U.K.","Europe","52.119508","5.194365","1/2011-5/2011","2011.0","275.0","0.0","Epidemic","Dyess, Drucilla . ""U.S. Part of Growing Spread of Global Measles Outbreak ."" Health News, May 16, 2011.","http://www.healthnews.com/Categories/Alerts-Updates/US-Part-of-Growing-Spread-of-Global-Measles-Outbreak"
"Measles","Measles","U.K. (West Midlands, Coventry)","Europe","52.405837","-1.512661","4/2011-5/2011","2011.0","3.0","0.0","Cluster","BBC News, ""Suspect measles cases rise to 46,"" December 3, 2008.","http://news.bbc.co.uk/2/hi/uk_news/england/coventry_warwickshire/7762678.stm"
"Measles","Measles","U.K. (West Midlands, Warwickshire)","Europe","52.377566","-1.481544","4/2011-5/2011","2011.0","9.0","0.0","Cluster","Goldby, Ben . ""Measles cases DOUBLE in West Midlands."" Sunday Mercury, August 7, 2011.","http://www.sundaymercury.net/news/midlands-news/2011/08/07/measles-cases-double-in-west-midlands-66331-29191104/"
"Measles","Measles","U.K. (Scotland)","Europe","56.490671","-4.202646","1/2011-7/2011","2011.0","22.0","0.0","Cluster","Scotsman, ""Surge in measles cases causes concern,"" June 29, 2011.","http://news.scotsman.com/health/Surge-in-measles-cases-causes.6793579.jp"
"Measles","Measles","U.K. (Bristol)","Europe","51.45451","-2.58791","1/2012","2012.0","3.0","0.0","Cluster","BBC News. ""Rise in measles cases in Bristol 'unprecedented'."" February 8, 2012.","http://www.bbc.co.uk/news/uk-england-bristol-16950270"
"Measles","Measles","U.K. (North Wales)","Europe","52.94084","-4.17169","2/2012-5/2012","2012.0","53.0","0.0","Epidemic","Trewyn, Hywel. ""Measles cases up to 53 across North Wales."" Caernarfon and Denbigh Herald, May 3, 2012.","http://www.caernarfonherald.co.uk/caernarfon-county-news/local-caernarfon-news/2012/05/03/measles-cases-up-to-53-across-north-wales-88817-30888651/"
"Measles","Measles","U.K. (London)","Europe","51.50813","-0.12801","5/2012","2012.0","36.0","0.0","Epidemic","Mayer, Chloe. ""Massive rise of measles cases in Hackney."" Hackney Gazette. June 8, 2012.","http://www.hackneygazette.co.uk/news/massive_rise_of_measles_cases_in_hackney_1_1404836"
"Measles","Measles","U.K. (Kent)","Europe","51.25934","0.82672","1/2012-7/2012","2012.0","21.0","0.0","Cluster","iTV News, ""Surge in Measles cases in Sussex,"" July 26, 2012.","http://www.itv.com/news/meridian/update/2012-07-26/surge-in-measles-cases-in-sussex/"
"Measles","Measles","U.K. (Merseyside)","Europe","53.41154","-2.99012","1/2012-8/2012","2012.0","413.0","0.0","Epidemic","Wigan Today, ""Measles outbreak warning,"" August 14, 2012.","http://www.wigantoday.net/news/local-news/measles-outbreak-warning-1-4815833"
"Measles","Measles","U.K. (Manchester)","Europe","53.47216","-2.2534","1/2012-12/2012","2012.0","98.0","0.0","Epidemic","The Bolton News, ""Fears grow as measles cases rise across town,"" December 17, 2012.","http://www.theboltonnews.co.uk/news/districtnews/10111863.Fears_grow_as_measles_cases_rise_across_town/"
"Measles","Measles","U.K. (Moses Gate)","Europe","53.5572","-2.40255","9/2012","2012.0","3.0","0.0","Cluster","The Bolton News, ""Measles outbreak on travellers' camp site,"" September 22, 2012.","http://www.theboltonnews.co.uk/news/districtnews/9944288.Measles_outbreak_on_travellers_camp_site/"
"Measles","Measles","U.K. (Sussex)","Europe","50.92062","0.28831","1/2012-10/2012","2012.0","325.0","0.0","Epidemic","The Argus. ""Cases of measles continue to rise in Sussex."" October 7, 2012.","http://www.theargus.co.uk/news/9970887.Cases_of_measles_continue_to_rise_in_Sussex/"
"Measles","Measles","U.K. (Lanarkshire, Scotland)","Europe","55.58333","-3.83333","11/2012","2012.0","9.0","0.0","Cluster","""Measles alert after outbreak in schools across Lanarkshire,"" STV News, November 22, 2012.","http://news.stv.tv/scotland/202142-measles-alert-after-outbreak-in-schools-across-lanarkshire/"
"Measles","Measles","U.K. (Cumbria)","Europe","54.61045","-2.80289","1/2012-12/2012","2012.0","30.0","0.0","Epidemic","Parsons, Emily.  ""28 Measles Cases Prompots Health Protection Agency Appeal."" In-Cumbria. December 10, 2012.","http://www.in-cumbria.com/28-measles-cases-prompts-health-protection-agency-appeal-1.1020529?referrerPath=news-archive"
"Measles","Measles","U.K. (Wales, Swansea Bay)","Europe","51.65849","-3.97441","12/2012-7/2013","2013.0","1219.0","1.0","Epidemic","South Wales Evening Post. ""City's measles outbreak over after eight months."" July 4, 2013. ","http://www.thisissouthwales.co.uk/City-s-measles-outbreak-months/story-19474122-detail/story.html#axzz2YCSSA4M3"
"Measles","Measles","U.K. (England, Bolton)","Europe","53.58444","-2.42862","12/2012","2012.0","31.0","0.0","Epidemic","""School and Nursery Hit by Outbreak of Measles."" The Bolton News. December 8, 2012.","http://www.theboltonnews.co.uk/news/districtnews/districtatog/10097189.School_and_nursery_hit_by_outbreak_of_measles/"
"Measles","Measles","U.K. (England, Lancashire)","Europe","53.96901","-2.62769","12/2012","2012.0","59.0","0.0","Epidemic","""Measles Outbreak Confirmed in Lancashire by HPA."" BBC News. December 7, 2012.","http://www.bbc.co.uk/news/uk-england-lancashire-20633458"
"Measles","Measles","U.K.","Europe","55.36409","-3.44842","1/2012-12/2012","2012.0","2016.0","0.0","Epidemic","Health Protection Agency. ""Measles cases in England and Wales: update to end-December 2012."" Feburary 8, 2013.","http://www.hpa.org.uk/hpr/archives/2013/news0613.htm#msls"
"Measles","Measles","U.K. (Gloucestershire)","Europe","51.74677","-2.22579","10/2012-1/2013","2013.0","62.0","0.0","Cluster","This Gloucestershire. ""New advice for Gloucestershire families after measles outbreak."" February 21, 2013.","http://www.thisisgloucestershire.co.uk/New-advice-Gloucestershire-families-measles/story-18211945-detail/story.html#axzz2M13tgA3A"
"Measles","Measles","U.K. (North-East England)","Europe","54.68364","-1.82018","9/2012-4/2013","2013.0","434.0","0.0","Epidemic","Hartlepool Mail. ""Measles jabs for schools to stop outbreak."" April 22, 2013.","http://www.hartlepoolmail.co.uk/lifestyle/health/life-fitness/measles-jabs-for-schools-to-stop-outbreak-1-5589060"
"Measles","Measles","U.K. (Wales)","Europe","52.13066","-3.78371","11/2012-5/2013","2013.0","1257.0","1.0","Epidemic","""Swansea measles: Cases rise by 20 to 1,094,"" BBC News, May 14, 2013.","http://www.bbc.co.uk/news/uk-wales-22527480"
"Measles","Measles","U.K. (Wales)","Europe","51.66517","-3.77165","9/2013-11/2013","2013.0","36.0","0.0","Epidemic","BBC UK, ""Measles cases double in two weeks in Neath and Swansea,"" November 7, 2013.","http://www.bbc.co.uk/news/uk-wales-south-west-wales-24854277"
"Measles","Measles","U.K. (Middlesbrough)","Europe","54.5503","-1.21659","1/2013","2013.0","2.0","0.0","Isolated","Evening Gazette, ""Two cases of measles at James Cook University Hospital,"" January 16, 2013.","http://www.gazettelive.co.uk/news/teesside-news/2013/01/16/two-cases-of-measles-at-james-cook-university-hospital-84229-32610697/"
"Measles","Measles","U.K. (Lancashire)","Europe","54.06276","-2.87189","1/2013-3/2013","2013.0","75.0","0.0","Epidemic","Jackson, Kate. ""East Lancashire parents warned as measles cases spike in children."" Lancashire Telegraph. March 5, 2013.","http://www.lancashiretelegraph.co.uk/news/10267874.East_Lancashire_parents_warned_as_measles_cases_spike_in_children/"
"Measles","Measles","U.K. (Gloucestershire)","Europe","51.74677","-2.22579","1/2013-5/2013","2013.0","62.0","0.0","Epidemic","Stroud News. ""Measles cases continue to rise in Gloucestershire."" July 20, 2013.","http://www.stroudnewsandjournal.co.uk/news/10550739.Measles_cases_continue_to_rise_in_Gloucestershire/"
"Measles","Measles","U.K. (South Tyneside)","Europe","54.98642","-1.41899","2/2013","2013.0","19.0","0.0","Epidemic","Jarrow and Hebburn Gazette, ""Warning as measles cases increase,"" February 12, 2013.","http://www.jarrowandhebburngazette.com/news/health/warning-as-measles-cases-increase-1-5402234"
"Measles","Measles","U.K. (Powys)","Europe","52.14309","-3.37368","4/2013","2013.0","41.0","0.0","Epidemic","iTV News. ""Powys measles cases 'double in a week.'"" April 11, 2013.","http://www.itv.com/news/wales/update/2013-04-02/powys-measles-cases-double-in-a-week/"
"Measles","Measles","U.K. (Sussex)","Europe","50.89362","-0.20681","1/2013-4/2013","2013.0","2.0","0.0","Cluster","The Argus. ""Hospitals on track to avoid another measles outbreak."" April 8, 2013.","http://www.theargus.co.uk/news/10339379.Hospitals_on_track_to_avoid_another_measles_outbreak/"
"Measles","Measles","U.K. (Scotland)","Europe","56.23114","-4.46045","1/2013-5/2013","2013.0","66.0","0.0","Epidemic","Puttick, Helen. ""Surge in cases of measles in Scotland."" The Herald. May 10, 2013.","http://www.heraldscotland.com/news/health/surge-in-cases-of-measles-in-scotland.21038043"
"Measles","Measles","U.K. (Scotland)","Europe","56.20821","-3.14952","7/2013","2013.0","19.0","0.0","Cluster","Cherryman, Beth. ""'Ongoing' measles outbreak in Tayside."" Evening Telegraph. July 13, 2013.","http://www.eveningtelegraph.co.uk/news/local/ongoing-measles-outbreak-in-tayside-1.111842"
"Measles","Measles","U.K. (London)","Europe","51.51121","-0.11982","1/2013-6/2013","2013.0","103.0","0.0","Epidemic","iTV News. ""More measles cases in capital."" June 7, 2013.","http://www.itv.com/news/london/update/2013-06-07/more-measles-cases-in-capital/"
"Measles","Measles","U.K. (London)","Europe","51.51121","-0.11982","12/2012-5/2013","2013.0","62.0","0.0","Cluster","""Ongoing Measles Outbreak in Orthodox Jewish Community."" Emerging Infectious Diseases Journal, Vol 19. October 2013.","http://wwwnc.cdc.gov/eid/article/19/10/13-0258_article.htm?s_cid=eid-gDev-email"
"Measles","Measles","U.K. (Durham)","Europe","54.77525","-1.58485","7/2013","2013.0","1.0","0.0","Isolated","Laundy, Stuart. ""Parents on alert after measles case reported at Weardale school."" The Northern Echo. July 5, 2013.","http://www.thenorthernecho.co.uk/news/10530504.Parents_on_alert_after_measles_case_reported_at_Weardale_school/"
